序号,传输方向,第几路CAN,时间标识,增量时间,帧 ID,帧类型,帧格式,数据长度,数据,
62,接收,0,11:33:20.833.205 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f5 05 ff ff 00 ff ff ,
63,接收,0,11:33:20.834.733 ,00:00:00.001.528 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
64,接收,0,11:33:20.840.625 ,00:00:00.005.892 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
65,接收,0,11:33:20.842.625 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
66,接收,0,11:33:20.843.213 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
67,接收,0,11:33:20.850.617 ,00:00:00.007.404 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
68,接收,0,11:33:20.851.205 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
69,接收,0,11:33:20.852.625 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
70,接收,0,11:33:20.853.208 ,00:00:00.000.583 ,0x18FEEE00,数据帧,扩展帧,08,ff ff ff ff ff ff ff ff ,
71,接收,0,11:33:20.858.637 ,00:00:00.005.429 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
72,接收,0,11:33:20.860.628 ,00:00:00.001.991 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
73,接收,0,11:33:20.862.632 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
74,接收,0,11:33:20.866.808 ,00:00:00.004.176 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
75,接收,0,11:33:20.868.784 ,00:00:00.001.976 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
76,接收,0,11:33:20.870.624 ,00:00:00.001.840 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
77,接收,0,11:33:20.871.204 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
78,接收,0,11:33:20.872.627 ,00:00:00.001.423 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
79,接收,0,11:33:20.874.675 ,00:00:00.002.048 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
80,接收,0,11:33:20.880.628 ,00:00:00.005.953 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
81,接收,0,11:33:20.882.627 ,00:00:00.001.999 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
82,接收,0,11:33:20.883.215 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
83,接收,0,11:33:20.888.647 ,00:00:00.005.432 ,0x18FEDF00,数据帧,扩展帧,08,7d e0 15 ff 7d 00 00 ff ,
84,接收,0,11:33:20.890.619 ,00:00:00.001.972 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
85,接收,0,11:33:20.891.207 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
86,接收,0,11:33:20.892.627 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
87,接收,0,11:33:20.893.195 ,00:00:00.000.568 ,0x18ECFF00,数据帧,扩展帧,08,20 22 00 05 ff e3 fe 00 ,
88,接收,0,11:33:20.893.766 ,00:00:00.000.571 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
89,接收,0,11:33:20.898.722 ,00:00:00.004.956 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
90,接收,0,11:33:20.900.630 ,00:00:00.001.908 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
91,接收,0,11:33:20.902.634 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
92,接收,0,11:33:20.906.734 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
93,接收,0,11:33:20.910.627 ,00:00:00.003.893 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
94,接收,0,11:33:20.912.631 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
95,接收,0,11:33:20.914.735 ,00:00:00.002.104 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
96,接收,0,11:33:20.916.894 ,00:00:00.002.159 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
97,接收,0,11:33:20.920.630 ,00:00:00.003.736 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
98,接收,0,11:33:20.921.210 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
99,接收,0,11:33:20.922.630 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
100,接收,0,11:33:20.923.218 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
101,接收,0,11:33:20.928.790 ,00:00:00.005.572 ,0x18FEEF00,数据帧,扩展帧,08,ff ff ff 32 ff ff ff ff ,
102,接收,0,11:33:20.930.622 ,00:00:00.001.832 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
103,接收,0,11:33:20.931.210 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
104,接收,0,11:33:20.932.630 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
105,接收,0,11:33:20.933.209 ,00:00:00.000.579 ,0x18FFA200,数据帧,扩展帧,08,ff f5 05 ff ff 00 ff ff ,
106,接收,0,11:33:20.938.642 ,00:00:00.005.433 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
107,接收,0,11:33:20.940.634 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
108,接收,0,11:33:20.941.225 ,00:00:00.000.591 ,0x18FEE900,数据帧,扩展帧,08,00 00 00 00 00 00 00 00 ,
109,接收,0,11:33:20.942.637 ,00:00:00.001.412 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
110,接收,0,11:33:20.944.813 ,00:00:00.002.176 ,0x18EBFF00,数据帧,扩展帧,08,01 00 00 7d 00 00 7d 00 ,
111,接收,0,11:33:20.946.813 ,00:00:00.002.000 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
112,接收,0,11:33:20.950.629 ,00:00:00.003.816 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
113,接收,0,11:33:20.952.633 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
114,接收,0,11:33:20.954.657 ,00:00:00.002.024 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
115,接收,0,11:33:20.960.633 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
116,接收,0,11:33:20.962.633 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
117,接收,0,11:33:20.963.221 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
118,接收,0,11:33:20.968.789 ,00:00:00.005.568 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
119,接收,0,11:33:20.970.624 ,00:00:00.001.835 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
120,接收,0,11:33:20.971.204 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
121,接收,0,11:33:20.971.792 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
122,接收,0,11:33:20.972.632 ,00:00:00.000.840 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
123,接收,0,11:33:20.978.724 ,00:00:00.006.092 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
124,接收,0,11:33:20.980.636 ,00:00:00.001.912 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
125,接收,0,11:33:20.982.644 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
126,接收,0,11:33:20.986.740 ,00:00:00.004.096 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
127,接收,0,11:33:20.988.640 ,00:00:00.001.900 ,0x18FEED00,数据帧,扩展帧,08,b4 78 0a ff ff ff ff ff ,
128,接收,0,11:33:20.990.628 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
129,接收,0,11:33:20.992.636 ,00:00:00.002.008 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
130,接收,0,11:33:20.993.208 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
131,接收,0,11:33:20.994.740 ,00:00:00.001.532 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
132,接收,0,11:33:20.996.892 ,00:00:00.002.152 ,0x18EBFF00,数据帧,扩展帧,08,02 00 7d 00 00 7d 00 00 ,
133,接收,0,11:33:21.000.636 ,00:00:00.003.744 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
134,接收,0,11:33:21.002.635 ,00:00:00.001.999 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
135,接收,0,11:33:21.003.223 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
136,接收,0,11:33:21.010.624 ,00:00:00.007.401 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
137,接收,0,11:33:21.011.212 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
138,接收,0,11:33:21.012.635 ,00:00:00.001.423 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
139,接收,0,11:33:21.016.899 ,00:00:00.004.264 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
140,接收,0,11:33:21.018.647 ,00:00:00.001.748 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
141,接收,0,11:33:21.020.639 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
142,接收,0,11:33:21.021.219 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
143,接收,0,11:33:21.022.643 ,00:00:00.001.424 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
144,接收,0,11:33:21.026.827 ,00:00:00.004.184 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
145,接收,0,11:33:21.030.631 ,00:00:00.003.804 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
146,接收,0,11:33:21.032.639 ,00:00:00.002.008 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
147,接收,0,11:33:21.033.219 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f5 05 ff ff 00 ff ff ,
148,接收,0,11:33:21.034.663 ,00:00:00.001.444 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
149,接收,0,11:33:21.040.639 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
150,接收,0,11:33:21.041.227 ,00:00:00.000.588 ,0x18FEE500,数据帧,扩展帧,08,00 00 00 00 ff ff ff ff ,
151,接收,0,11:33:21.042.639 ,00:00:00.001.412 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
152,接收,0,11:33:21.043.227 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
153,接收,0,11:33:21.048.794 ,00:00:00.005.567 ,0x18EBFF00,数据帧,扩展帧,08,03 7d 00 00 00 00 e2 04 ,
154,接收,0,11:33:21.050.626 ,00:00:00.001.832 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
155,接收,0,11:33:21.051.214 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
156,接收,0,11:33:21.052.638 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
157,接收,0,11:33:21.058.731 ,00:00:00.006.093 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
158,接收,0,11:33:21.060.638 ,00:00:00.001.907 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
159,接收,0,11:33:21.062.646 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
160,接收,0,11:33:21.066.746 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
161,接收,0,11:33:21.068.798 ,00:00:00.002.052 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
162,接收,0,11:33:21.070.634 ,00:00:00.001.836 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
163,接收,0,11:33:21.071.214 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
164,接收,0,11:33:21.072.638 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
165,接收,0,11:33:21.074.770 ,00:00:00.002.132 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
166,接收,0,11:33:21.080.641 ,00:00:00.005.871 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
167,接收,0,11:33:21.082.641 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
168,接收,0,11:33:21.083.229 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
169,接收,0,11:33:21.090.630 ,00:00:00.007.401 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
170,接收,0,11:33:21.091.217 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
171,接收,0,11:33:21.092.641 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
172,接收,0,11:33:21.093.213 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
173,接收,0,11:33:21.098.653 ,00:00:00.005.440 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
174,接收,0,11:33:21.100.641 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
175,接收,0,11:33:21.101.225 ,00:00:00.000.584 ,0x18EBFF00,数据帧,扩展帧,08,04 00 00 00 00 00 7d 7d ,
176,接收,0,11:33:21.102.649 ,00:00:00.001.424 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
177,接收,0,11:33:21.106.825 ,00:00:00.004.176 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
178,接收,0,11:33:21.110.637 ,00:00:00.003.812 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
179,接收,0,11:33:21.112.641 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
180,接收,0,11:33:21.114.669 ,00:00:00.002.028 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
181,接收,0,11:33:21.116.904 ,00:00:00.002.235 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
182,接收,0,11:33:21.120.645 ,00:00:00.003.741 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
183,接收,0,11:33:21.121.224 ,00:00:00.000.579 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
184,接收,0,11:33:21.122.644 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
185,接收,0,11:33:21.123.232 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
186,接收,0,11:33:21.128.808 ,00:00:00.005.576 ,0x18FEA600,数据帧,扩展帧,08,e0 02 ff ff ff ff ff ff ,
187,接收,0,11:33:21.130.632 ,00:00:00.001.824 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
188,接收,0,11:33:21.131.220 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
189,接收,0,11:33:21.132.644 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
190,接收,0,11:33:21.133.223 ,00:00:00.000.579 ,0x18FFA200,数据帧,扩展帧,08,ff f5 05 ff ff 00 ff ff ,
