序号,传输方向,第几路CAN,时间标识,增量时间,帧 ID,帧类型,帧格式,数据长度,数据,
19,接收,0,14:23:37.617.200 ,00:00:00.005.952 ,0x0CF00400,数据帧,扩展帧,08,f4 7d 7d 00 00 00 ff ff ,
20,接收,0,14:23:37.746.173 ,00:00:00.128.973 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
21,接收,0,14:23:37.747.964 ,00:00:00.001.791 ,0x0CF00400,数据帧,扩展帧,08,fe 7d 7d 00 00 00 ff ff ,
22,接收,0,14:23:37.748.548 ,00:00:00.000.584 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f0 ff ff ff ff ,
23,接收,0,14:23:37.749.964 ,00:00:00.001.416 ,0x0CF00300,数据帧,扩展帧,08,c1 00 64 ff ff ff ff ff ,
24,接收,0,14:23:37.752.012 ,00:00:00.002.048 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
25,接收,0,14:23:37.757.964 ,00:00:00.005.952 ,0x0CF00400,数据帧,扩展帧,08,f4 7d 7d 00 00 00 ff ff ,
26,接收,0,14:23:37.886.888 ,00:00:00.128.924 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
27,接收,0,14:23:37.888.680 ,00:00:00.001.792 ,0x0CF00400,数据帧,扩展帧,08,fe 7d 7d 00 00 00 ff ff ,
28,接收,0,14:23:37.889.264 ,00:00:00.000.584 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f0 ff ff ff ff ,
29,接收,0,14:23:37.890.680 ,00:00:00.001.416 ,0x0CF00300,数据帧,扩展帧,08,c1 00 64 ff ff ff ff ff ,
30,接收,0,14:23:37.892.728 ,00:00:00.002.048 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
31,接收,0,14:23:37.898.680 ,00:00:00.005.952 ,0x0CF00400,数据帧,扩展帧,08,f4 7d 7d 00 00 00 ff ff ,
32,接收,0,14:23:37.900.684 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
33,接收,0,14:23:37.901.272 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
34,接收,0,14:23:37.906.700 ,00:00:00.005.428 ,0x18FEDF00,数据帧,扩展帧,08,7d e0 15 ff 7d 00 00 ff ,
35,接收,0,14:23:37.908.667 ,00:00:00.001.967 ,0x0CF00400,数据帧,扩展帧,08,f4 7d 7d 00 00 00 ff ff ,
36,接收,0,14:23:37.909.255 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
37,接收,0,14:23:37.910.683 ,00:00:00.001.428 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
38,接收,0,14:23:37.911.255 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
39,接收,0,14:23:37.916.767 ,00:00:00.005.512 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
40,接收,0,14:23:37.918.683 ,00:00:00.001.916 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
41,接收,0,14:23:37.920.691 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
42,接收,0,14:23:37.924.791 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
43,接收,0,14:23:37.928.678 ,00:00:00.003.887 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
44,接收,0,14:23:37.930.683 ,00:00:00.002.005 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
45,接收,0,14:23:37.932.782 ,00:00:00.002.099 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
46,接收,0,14:23:37.934.911 ,00:00:00.002.129 ,0x18ECFF00,数据帧,扩展帧,08,20 22 00 05 ff e3 fe 00 ,
47,接收,0,14:23:37.935.498 ,00:00:00.000.587 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
48,接收,0,14:23:37.938.686 ,00:00:00.003.188 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
49,接收,0,14:23:37.939.270 ,00:00:00.000.584 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f0 ff ff ff ff ,
50,接收,0,14:23:37.940.686 ,00:00:00.001.416 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
51,接收,0,14:23:37.941.274 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
52,接收,0,14:23:37.946.830 ,00:00:00.005.556 ,0x18FEEF00,数据帧,扩展帧,08,ff ff ff 32 ff ff ff ff ,
53,接收,0,14:23:37.948.674 ,00:00:00.001.844 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
54,接收,0,14:23:37.949.262 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
55,接收,0,14:23:37.950.686 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
56,接收,0,14:23:37.951.266 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 01 ff ff 00 ff ff ,
57,接收,0,14:23:37.956.698 ,00:00:00.005.432 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
58,接收,0,14:23:37.958.686 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
59,接收,0,14:23:37.959.277 ,00:00:00.000.591 ,0x18FEE900,数据帧,扩展帧,08,00 00 00 00 00 00 00 00 ,
60,接收,0,14:23:37.960.693 ,00:00:00.001.416 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
61,接收,0,14:23:37.964.861 ,00:00:00.004.168 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
62,接收,0,14:23:37.968.681 ,00:00:00.003.820 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
63,接收,0,14:23:37.970.685 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
64,接收,0,14:23:37.972.713 ,00:00:00.002.028 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
65,接收,0,14:23:37.978.689 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
66,接收,0,14:23:37.980.689 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
67,接收,0,14:23:37.981.277 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
68,接收,0,14:23:37.986.841 ,00:00:00.005.564 ,0x18EBFF00,数据帧,扩展帧,08,01 00 00 7d 00 00 7d 00 ,
69,接收,0,14:23:37.987.413 ,00:00:00.000.572 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
70,接收,0,14:23:37.988.677 ,00:00:00.001.264 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
71,接收,0,14:23:37.989.257 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
72,接收,0,14:23:37.989.844 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
73,接收,0,14:23:37.990.688 ,00:00:00.000.844 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
74,接收,0,14:23:37.996.772 ,00:00:00.006.084 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
75,接收,0,14:23:37.998.688 ,00:00:00.001.916 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
76,接收,0,14:23:38.000.696 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
77,接收,0,14:23:38.004.796 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
78,接收,0,14:23:38.006.692 ,00:00:00.001.896 ,0x18FEED00,数据帧,扩展帧,08,b4 78 0a ff ff ff ff ff ,
79,接收,0,14:23:38.008.684 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
80,接收,0,14:23:38.010.688 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
81,接收,0,14:23:38.011.260 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
82,接收,0,14:23:38.012.784 ,00:00:00.001.524 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
83,接收,0,14:23:38.018.688 ,00:00:00.005.904 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
84,接收,0,14:23:38.020.688 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
85,接收,0,14:23:38.021.276 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
86,接收,0,14:23:38.028.680 ,00:00:00.007.404 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
87,接收,0,14:23:38.029.268 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
88,接收,0,14:23:38.030.692 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
89,接收,0,14:23:38.034.940 ,00:00:00.004.248 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
90,接收,0,14:23:38.036.700 ,00:00:00.001.760 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
91,接收,0,14:23:38.038.692 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
92,接收,0,14:23:38.039.279 ,00:00:00.000.587 ,0x18EBFF00,数据帧,扩展帧,08,02 00 7d 00 00 7d 00 00 ,
93,接收,0,14:23:38.039.859 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
94,接收,0,14:23:38.040.695 ,00:00:00.000.836 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
95,接收,0,14:23:38.044.871 ,00:00:00.004.176 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
96,接收,0,14:23:38.048.687 ,00:00:00.003.816 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
97,接收,0,14:23:38.050.691 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
98,接收,0,14:23:38.051.271 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 01 ff ff 00 ff ff ,
99,接收,0,14:23:38.052.715 ,00:00:00.001.444 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
100,接收,0,14:23:38.058.691 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
101,接收,0,14:23:38.059.279 ,00:00:00.000.588 ,0x18FEE500,数据帧,扩展帧,08,00 00 00 00 ff ff ff ff ,
102,接收,0,14:23:38.060.690 ,00:00:00.001.411 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
103,接收,0,14:23:38.061.278 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
104,接收,0,14:23:38.068.683 ,00:00:00.007.405 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
105,接收,0,14:23:38.069.271 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
106,接收,0,14:23:38.070.690 ,00:00:00.001.419 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
107,接收,0,14:23:38.076.775 ,00:00:00.006.085 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
108,接收,0,14:23:38.078.694 ,00:00:00.001.919 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
109,接收,0,14:23:38.080.698 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
110,接收,0,14:23:38.084.799 ,00:00:00.004.101 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
111,接收,0,14:23:38.086.834 ,00:00:00.002.035 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
112,接收,0,14:23:38.088.686 ,00:00:00.001.852 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
113,接收,0,14:23:38.089.266 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
114,接收,0,14:23:38.090.694 ,00:00:00.001.428 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
115,接收,0,14:23:38.091.270 ,00:00:00.000.576 ,0x18EBFF00,数据帧,扩展帧,08,03 7d 00 00 00 00 e2 04 ,
116,接收,0,14:23:38.092.814 ,00:00:00.001.544 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
117,接收,0,14:23:38.098.694 ,00:00:00.005.880 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
118,接收,0,14:23:38.100.694 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
119,接收,0,14:23:38.101.282 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
120,接收,0,14:23:38.108.682 ,00:00:00.007.400 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
121,接收,0,14:23:38.109.270 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
122,接收,0,14:23:38.110.693 ,00:00:00.001.423 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
123,接收,0,14:23:38.111.265 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
124,接收,0,14:23:38.116.705 ,00:00:00.005.440 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
125,接收,0,14:23:38.118.697 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
126,接收,0,14:23:38.120.701 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
127,接收,0,14:23:38.124.869 ,00:00:00.004.168 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
128,接收,0,14:23:38.128.693 ,00:00:00.003.824 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
129,接收,0,14:23:38.130.697 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
130,接收,0,14:23:38.132.721 ,00:00:00.002.024 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
131,接收,0,14:23:38.134.949 ,00:00:00.002.228 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
132,接收,0,14:23:38.138.696 ,00:00:00.003.747 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
133,接收,0,14:23:38.139.277 ,00:00:00.000.581 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
134,接收,0,14:23:38.140.697 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
135,接收,0,14:23:38.141.284 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
136,接收,0,14:23:38.142.884 ,00:00:00.001.600 ,0x18EBFF00,数据帧,扩展帧,08,04 00 00 00 00 00 7d 7d ,
137,接收,0,14:23:38.146.849 ,00:00:00.003.965 ,0x18FEA600,数据帧,扩展帧,08,e0 02 ff ff ff ff ff ff ,
138,接收,0,14:23:38.148.684 ,00:00:00.001.835 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
139,接收,0,14:23:38.149.272 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
140,接收,0,14:23:38.150.696 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
141,接收,0,14:23:38.151.276 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 01 ff ff 00 ff ff ,
142,接收,0,14:23:38.156.704 ,00:00:00.005.428 ,0x18FEDF00,数据帧,扩展帧,08,7d 20 1c ff 7d 00 00 ff ,
143,接收,0,14:23:38.157.292 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
144,接收,0,14:23:38.158.700 ,00:00:00.001.408 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
145,接收,0,14:23:38.159.284 ,00:00:00.000.584 ,0x18FEE400,数据帧,扩展帧,08,ff ff ff ff ff ff ff ff ,
146,接收,0,14:23:38.160.703 ,00:00:00.001.419 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
147,接收,0,14:23:38.164.804 ,00:00:00.004.101 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
148,接收,0,14:23:38.168.692 ,00:00:00.003.888 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
149,接收,0,14:23:38.170.696 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
150,接收,0,14:23:38.172.795 ,00:00:00.002.099 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
151,接收,0,14:23:38.178.700 ,00:00:00.005.905 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
152,接收,0,14:23:38.180.700 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
153,接收,0,14:23:38.181.287 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
154,接收,0,14:23:38.186.843 ,00:00:00.005.556 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
155,接收,0,14:23:38.188.687 ,00:00:00.001.844 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
156,接收,0,14:23:38.189.267 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
157,接收,0,14:23:38.189.855 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
158,接收,0,14:23:38.190.699 ,00:00:00.000.844 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
159,接收,0,14:23:38.194.943 ,00:00:00.004.244 ,0x18EBFF00,数据帧,扩展帧,08,05 00 00 00 00 e2 04 ff ,
160,接收,0,14:23:38.196.711 ,00:00:00.001.768 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
161,接收,0,14:23:38.198.698 ,00:00:00.001.987 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
162,接收,0,14:23:38.200.706 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
163,接收,0,14:23:38.204.874 ,00:00:00.004.168 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
164,接收,0,14:23:38.208.694 ,00:00:00.003.820 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
165,接收,0,14:23:38.210.698 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
166,接收,0,14:23:38.211.270 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
167,接收,0,14:23:38.212.726 ,00:00:00.001.456 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
168,接收,0,14:23:38.218.702 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
169,接收,0,14:23:38.220.702 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
170,接收,0,14:23:38.221.290 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
171,接收,0,14:23:38.228.690 ,00:00:00.007.400 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
172,接收,0,14:23:38.229.278 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
173,接收,0,14:23:38.230.702 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
174,接收,0,14:23:38.234.954 ,00:00:00.004.252 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
175,接收,0,14:23:38.236.785 ,00:00:00.001.831 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
176,接收,0,14:23:38.238.702 ,00:00:00.001.917 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
177,接收,0,14:23:38.239.281 ,00:00:00.000.579 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
178,接收,0,14:23:38.240.709 ,00:00:00.001.428 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
179,接收,0,14:23:38.244.813 ,00:00:00.004.104 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
180,接收,0,14:23:38.246.853 ,00:00:00.002.040 ,0x18FEF600,数据帧,扩展帧,08,ff 2e 41 ff ff ff ff ff ,
181,接收,0,14:23:38.248.697 ,00:00:00.001.844 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
182,接收,0,14:23:38.250.701 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
183,接收,0,14:23:38.251.281 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 01 ff ff 00 ff ff ,
184,接收,0,14:23:38.252.801 ,00:00:00.001.520 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
185,接收,0,14:23:38.256.701 ,00:00:00.003.900 ,0x18FEED00,数据帧,扩展帧,08,b4 78 0a ff ff ff ff ff ,
186,接收,0,14:23:38.258.705 ,00:00:00.002.004 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
187,接收,0,14:23:38.259.296 ,00:00:00.000.591 ,0x18FEFF00,数据帧,扩展帧,08,fd ff ff ff ff ff ff ff ,
188,接收,0,14:23:38.260.704 ,00:00:00.001.408 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
189,接收,0,14:23:38.261.292 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
190,接收,0,14:23:38.268.692 ,00:00:00.007.400 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
